CC(C)[C@H]1NC(=O)[C@@H](NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)N[C@H]5[C@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]6CCCN6C(=O)[C@H](NC5=O)C(C)C)c4nc23)[C@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O	1
CCCCCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1	1
CCCCCCC1N=C(N)N=C(N)N1c1cccc(Cl)c1	1
Oc1ccc(N=O)c2cccnc12	-1
Oc1ccc(\C=N\N=c2\[nH]c3ccc(cc3s2)N(=O)=O)cc1	-1
Oc1ccc(Br)cc1C(=O)c1cc(Br)ccc1O	-1
CCCCCCCCCCCC[n+]1ccccc1	1
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12	-1
CCN(CC)CCNC(=O)C(Cl)=C1C(Cl)=C(Cl)C(Cl)=C1Cl	-1
COc1ccc2nc(C)cc(NCCCCCCCCCNc3cc(C)nc4ccc(OC)cc34)c2c1	1
Nc1ccc(cc1)C(=C1C=CC(=N)C=C1)c1ccc(N)cc1	1
Cc1cc(ccc1N)C(=C1C=CC(=N)C=C1)c1ccc(N)cc1	1
CN(C)c1ccc(C=Cc2cccc[n+]2C)cc1	1
C[n+]1c(C=Cc2ccc(Cl)cc2)ccc2ccccc12	1
CC1CCCN1CCCOC(=O)c1ccc(OC2CCCC=C2)cc1	-1
CN(C)c1ccc(cc1)-c1sc2cc(C)ccc2[n+]1C	1
OC(C1CCCCN1)c1cc(nc2ccccc12)-c1ccc(Cl)cc1	-1
CC(C)C1N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(*)NC(=O)C(NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(*)NC5=O)c4nc23)C(C)OC1=O	1
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl	-1
CN(C)c1ccc(\C=C/C2=[N+](C)c3ccccc3C2(C)C)cc1	1
CN1\C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc12	1
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	1
CN(C)c1cc2nc3cc(N(C)C)c(C)cc3cc2cc1C	1
CN(C)CC(=C)C(=O)c1ccccc1N(=O)=O	-1
CCN(CC)CCC(CNc1c2ccc(cc2nc2cc(OC)c(OC)cc12)N(=O)=O)c1ccccc1	1
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1	1
COC(C1Cc2cc3cc(OC4CC(OC(C)=O)C(OC5CC(O)C(OC)C(C)O5)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(=O)C(C)C)C(C)O3)C(O)C(C)O2)C(O)C(C)O1)C(=O)C(O)C(C)O	1
ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl	-1
O=C1C(CN2CCCCC2)CCCC1CN1CCCCC1	-1
ClC1=C(N2CCN(CC2)C2=C(Cl)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O	-1
CC1=CC(C(O)C(C)(C)C1)C1\C(C=C(C)CC1(C)C)=N\O	-1
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12	1
CCCCCCNc1nc2nc(NCCCCCC)nc(NCCCCCC)c2[nH]1	1
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N	1
Cc1cc(cc(CNC2CCCCC2)c1O)C(C)(C)C	-1
CC[C@]1(O)C[C@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC	1
CC(C)C1=C2CCC3(C)C(CCC4C5C6OCC5(CCC6(C)C)CCC34C)C2(C)CC1	-1
COc1ccc-2c(c1)[C@H](CCc1cc(OC)c(OC)c(OC)c-21)NC(C)=O	-1
COc1cc(O)c(C(=O)\C=C\c2ccccc2)c(OC)c1	-1
C[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O1	1
COc1cc(NCCCCNC(=N)NC(=N)NC(C)C)c2ncccc2c1	1
COc1cc(NCCCCCNC(=N)NC(=N)NC(C)C)c2ncccc2c1	1
O=C(C1N=NCC1c1ccc(cc1)N(=O)=O)c1ccccc1	-1
CN(C)CC\C=C1/c2ccccc2Sc2ccc(Cl)cc12	-1
CC(SC(C)C(=O)NN=Cc1cccc(Cl)c1)C(=O)NN=Cc1cccc(Cl)c1	1
CO[C@@H]([C@@H]1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1)C(=O)[C@@H](O)[C@@H](C)O	1
CCCCNP1(NCCCC)=NP(NCCCC)(NCCCC)=NP(NCCCC)(NCCCC)=NP(NCCCC)(NCCCC)=N1	1
CCCCCCCCCCCCCCCCOCC(O)CO	-1
NC(=O)C1=C(c2ccccc2C1=O)c1ccccc1	-1
CCCCCCCCCCCC(c1ccccc1)[N+](C)(C)C	1
CCOC(=O)Sc1ncnc2nc[nH]c12	-1
COC1C(C)OC(O[C@H]2C[C@](C)(O)[C@H](C(=O)OC)c3cc4C(=O)c5c6O[C@H]7O[C@](C)([C@H](O)[C@H]([C@@H]7O)N(C)C)c6cc(O)c5C(=O)c4c(O)c23)C(OC)C1(C)OC	1
COc1ccc(OC)c(c1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1	-1
Cc1cc(C)nc(NC(=N)NCCc2ccccc2)n1	1
OCC1OC(CC1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F	-1
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(C4CC(O)C3(O)C(C)O4)c(O)c1C2=O	-1
Cc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1	1
CC(=O)Nc1ccccc1C=C1c2ccccc2-c2ccccc12	-1
Cc1n(Cc2ccccc2)c2c(C(=O)c3ccccc3C2=O)[n+]1C	1
CC(C)n1c(C=Cc2ccccc2)[n+](C)c2c1C(=O)c1ccccc1C2=O	1
COC1=C(Cl)C(=O)c2ncccc2C1=O	-1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4c4cc(n(n4)C(C)=O)C(F)(F)F)[C@@H]3CC=C2C1	-1
BrCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1	1
OC(=O)c1ccc2C(=O)c3ccccc3-c3ncnc1c23	-1
ClCC(=O)c1ccc(o1)N(=O)=O	-1
CCOc1ccc2[n+](C)c(\C=C/c3cc(C)c4cccnc4c3O)ccc2c1	1
CCC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)CC)c4nc23)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O	1
CC1(C)N=C(N)N=C(N)N1CCCCc1ccccc1	1
NCCCc1ccc2oc3ccccc3c2c1	-1
CC[C@]12CN3C[C@H](C[C@@](C(=O)OC)(c4[nH]c5ccccc5c4CC3)c3cc4c(cc3OC)N(C)[C@@H]3[C@]44CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]1O2	1
CCCCCCCCCc1c(Cl)nc(Cl)nc1Cl	-1
CCC[Sn](Cl)(Cl)CCC	-1
Cc1c2cc(Cl)c3ccccc3c2c[n+]2ccccc12	1
CCN(CC)CCNc1ccc(N=Nc2cnc3ccccc3c2)c2ccccc12	-1
COc1cc(Cc2nccc3cc(OC)c(OC)cc23)c(cc1OC)C(C)=O	1
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(Cl)cc2Cl)cc1	1
NC(=S)N\N=C\c1ccc(O)cn1	-1
Cc1cc2c3ccccc3ccc2[n+]2ccccc12	1
Oc1ccc2ccccc2c1Cc1c([nH]c(=S)[nH]c1=O)-c1ccccc1	-1
Oc1ccc(Cl)cc1C=Nc1cnc2ccccc2c1	-1
Cc1cc(NC(=O)CCc2ccc(cc2)N2C(N)=NC(N)=NC2(C)C)ccc1S(F)(=O)=O	1
Cc1cc(Nc2ccc(cc2)\N=N\c2ccc(O)c3ncccc23)nc(C)n1	-1
CC(CO)(CO)\N=C\c1cc(I)cc(I)c1O	-1
COC1C(C)OC(OC2CC(C)(O)C(C(=O)OC)c3cc4C(=O)c5c6OC7OC(C)(C(O)C(C7O)N(C)(C)=O)c6cc(O)c5C(=O)c4cc23)C(OC)C1(C)OC	1
Cc1ccc(cc1)[S+](c1ccccc1)c1cc(C)ccc1C	1
Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)c(C)c1	-1
Brc1ccc2NC(=O)C(=NNc3ccccc3N(=O)=O)c2c1	-1
Nc1nc(N)c(N=Nc2ccc(c(O)c2)[As](O)(O)=O)c(N)n1	1
Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1C=O	-1
NC(=N)SCCN1CCCCC1	-1
Cc1cc(NC(=O)NCc2ccc(cc2)N2C(N)=NC(N)=NC2(C)C)ccc1S(F)(=O)=O	1
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1	1
C[C@H]1[C@@H](O)[C@@]2(O)OC[C@]34[C@H]2[C@@]2(C)[C@H](O)C(=O)C=C(C)[C@@H]2C[C@H]3OC(=O)[C@H](OC(C)=O)[C@@H]14	1
CN(C)CC1CCCCCC(Br)C1=O	-1
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccc(O)cc21	1
CC1(C)N=C(N)N=C(N)N1c1ccc(OCC(=O)Nc2ccccc2)c(Cl)c1	1
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1	1
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(cc2)S(F)(=O)=O)cc1	1
Cc1cccc(NC(=O)CCc2ccc(cc2)N2C(N)=NC(N)=NC2(C)C)c1	1
CCCCCCCCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	1
Cl[C@H]1CC[C@@H](NC1)[C@@H]1NC(=O)[C@@H](NC1=O)[C@H]1CC[C@H](Cl)CN1	-1
OC1C(O)C(OC2Cc3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)(Oc2cc(O)cc(O)c12)c1cc(O)c(O)c(O)c1	-1
COc1cc2c[n+](C)c3c(ccc4cc5OCOc5cc34)c2cc1OC	1
CCCCCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](OC2CC(N)C(O)C(C)O2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1	1
BrC(C(Br)c1ccnc2ccccc12)C(=O)c1ccc(cc1)N(=O)=O	-1
Cc1c2cccc3[S+](Cc(c23)c2c(Sc3ccccc3)cccc12)c1ccccc1	1
CCN(CC)CCCC(C)Nc1ccnc(\C=C\c2ccc(Cl)cc2)c1	-1
COC(=O)[C@]12OC[C@@]34[C@@H](C[C@H]5C(C)=C(O)C(=O)C[C@]5(C)[C@H]3[C@@H](O)[C@@H]1O)OC(=O)[C@H](OC(=O)\C=C(/C)C(C)C)[C@@H]24	1
CCC1CN2C(=N1)c1ccccc1-c1cc(Cl)ccc21	-1
CSc1ccc(NC(=O)CCl)cc1	-1
ClC(Cl)c1cnc(C#N)c(Cl)n1	-1
ClCCN(CCCl)CCN1C(=O)NC2(CCCCC2)C1=O	-1
C[n+]1c(C=CC=CN2CCCCC2)sc2ccccc12	1
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCC)CCCC(C)C1	1
Oc1c(Br)cc(Br)cc1C=NNC(=O)N\N=C\c1cc(Br)cc(Br)c1O	-1
Oc1ccc(Br)cc1C=Nc1cccc(c1)C(F)(F)F	-1
Cc1cc(O)c2C(=O)C=CC(=O)c2c1	-1
COc1cc(CC2N(C)CCc3cc(OC)c(OC)cc23)c(Oc2cc3CC4N(C)CCc5cc(OC)c(O)c(-c3cc2OC)c45)cc1OC	-1
CC1CC(O)\C=C(C)\CCC=C(C)CC(O)C2CC1OC(=O)C2=C	-1
C(CCCNc1c2ccccc2nc2ccccc12)CCNc1c2ccccc2nc2ccccc12	1
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(C)=NNC(=O)c1cccc(c1)N(=O)=O	1
COc1ccc(CC2N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C3Cc4ccc(O)c(Oc5ccc(cc5)C(O)C(N(C)C(=O)C(C)NC2=O)C(=O)N3C)c4)cc1	1
OCC1=C(CO)C(=O)c2c(O)ccc(O)c2C1=O	-1
CO\N=C1/CC(C)N2C1C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC(CO)C(NC(=O)c1c(N)c(=O)c(C)c3oc4c(C)ccc(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6C(O)CC(C)N6C(=O)C(NC5=O)C(C)C)c4nc13)C(=O)NC(C(C)C)C2=O	1
COC(=O)[C@@]12OC[C@@]34[C@H]1C(OC(C)=O)C(=O)O[C@@H]3C[C@H]1C(C)=CC(=O)[C@@H](O)[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	1
CC1C(OC(=O)\C=C\C=C\c2ccccc2)C2(OC3(OC2C2C4OC4(CO)C(O)C4(O)C(C=C(C)C4=O)C12O3)c1ccccc1)C(C)=C	-1
CC(=O)OC12COC1CC(O)C1(C)C2C(OC(=O)c2ccccc2)C2(O)CC(O)C(C)=C(C(O)C1=O)C2(C)C	1
CNC(=O)ON(C(C)=O)C(=O)NC	-1
COC1CC(C)CC2=C(N)C(=O)C=C(NC(=O)\C(C)=C\C=C/C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O	1
COc1ccc2c(NCCCCCCNc3c4ccccc4nc4cc(OC)ccc34)c3ccccc3nc2c1	1
COc1ccc2c(NCCCCCCCCNc3c4ccccc4nc4cc(OC)ccc34)c3ccccc3nc2c1	1
COC1C(C)OC(OC2CC(C)(O)Cc3cc4C(=O)c5c6OC7OC(C)(C(O)C(C7O)N(C)C)c6cc(O)c5C(=O)c4c(O)c23)C(OC)C1(C)OC	1
CCCCCCCCCCCCCCCC[N+](C)(CCO)Cc1c[nH]cn1	1
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12	1
CC(O)C1OCC(O)C(C)CC(=O)OCC23CC(O)C(C)=CC2OC2CC(OC(=O)\C=C\C=C\1)C3(C)C21CO1	1
C[C@@H](O)[C@@H]1OC[C@H](O)[C@@]2(C)O[C@@H]2C(=O)OC[C@]23C[C@@H](O)C(C)=C[C@H]2O[C@@H]2C[C@@H](OC(=O)\C=C/C=C/1)[C@@]3(C)C21CO1	1
C[C@H](O)[C@@H]1OC[C@H](O)[C@@]2(C)O[C@@H]2C(=O)OCC23CC[C@@]4(C)O[C@H]4[C@H]2O[C@@H]2C[C@@H](OC(=O)\C=C/C=C/1)[C@@]3(C)[C@]21CO1	1
CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C	1
COC(=O)C12OCC34C1C(OC(=O)CC(C)C)C(=O)OC3CC1C(C)=CC(=O)C(O)C1(C)C4C(O)C2O	1
C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)N1Cc2ccccc2C1	1
Oc1cccc2cccnc12	-1
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3ccccc3C(=O)c12	1
CC1C(O)C2(O)OCC34C2C2(C)C(O)C(=O)C=C(C)C2C(OC(=O)C=C(C)C)C3OC(=O)CC14	1
CC12OC1(C)C(=O)C1COC(=O)C21	-1
CCCCC(=O)OC1C(OC(=O)C(\C)=C\C)C(C)=C2C3OC(=O)C(C)(O)C3(O)C(CC(C)(OC(C)=O)C12)OC(=O)CCCC	1
O=C1C(SC(=S)N1Cc1ccccc1)C1Sc2ccccc2NC1=O	-1
CNC(=N)NN=C(C)c1ccc-2c(Cc3cc(ccc-23)C(C)=NNC(=N)NC)c1	1
CN(C(C)=O)c1ccc(Nc2cc(C)nc3ccc4nc[nH]c4c23)cc1	1
OC(=O)c1cnc2cc(OCc3ccccc3)ccc2c1O	-1
Cc1c2[nH]c3ccc(O)cc3c2c(C)c2c[n+](CCN3CCCCC3)ccc12	1
FC(COC(=O)OCC(F)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O	-1
COc1cc2c3C(=O)c4cc5OCOc5cc4-c3n(C)c(=O)c2cc1OC	-1
CCN(CC)Cc1cc2[nH]c3c(cnc4cc(Cl)ccc34)c2cc1OC	-1
C[C@H](N)C(=O)N[C@@H]1[C@@H]2[C@@H](O)[C@H](O)CC(O)=C2C(=O)O[C@]1(C)C(Cl)Cl	1
CCN(CC)c1ccc2nc3c(cc(=NC(=O)c4ccccc4-c4c5ccc(cc5[o+]c5cc(ccc45)N(CC)CC)N(CC)CC)c4ccccc34)oc2c1	-1
CCCCS(=N)(=O)CCC(N)C(O)=O	-1
CC(O)C1OCCC(C)C(O)C(=O)OCC23CC(O)C4(C)OC4C2OC2CC(OC(=O)\C=C\C=C\1)C3(C)C21CO1	1
CC1COC2(CC1OC(=O)C=Cc1ccccc1)OC1CC(CCC1C21CO1)C(=O)OC1OC(C)C(O)C(OC(C)=O)C1OC1OC(C)C(O)C(OC(C)=O)C1O	1
COC1CC(C)C(OC)c2cc(O)cc(NC(=O)\C(C)=C\C=C/C(C)C(OC(N)=O)\C(C)=C/C(C)C1OC)c2O	1
CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O	1
CC12OC(=O)C3(O)CCC4C(CC5OC55CC=CC(=O)C45C)C45OC13C(C4=O)C1(C)CC2OC(=O)C1CO5	-1
CCOc1ccc(cc1)-c1nc2cc(ccc2[nH]1)-c1nc2cc(ccc2[nH]1)N1CCN(C)CC1	1
Cc1[n+](C)ccc2c(C)c3[nH]c4ccccc4c3cc12	1
CCCC(=O)NC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc12	1
CCOc1cc2c(OCc3ccccc3)cc3c4cc(OC)c(OC)cc4c[n+](C)c3c2cc1OC	1
COc1cc(O)c2c(c1)C(O)C(O)CC1OC1C(=O)\C=C\CC(C)OC2=O	-1
CC[C@H](C)C(=O)O[C@H](C)C1(O)C(C)OC(CC1OC)OC1C(O)C(OC(COC(C)=O)C1OC(=O)C(=C\C)\N=C=S)[C@]1(O)CC(=O)C(N)=C(C(O)=O)C1=O	1
COC1=C(C)C(=O)C2=C(C(CNC(=O)C(C)O)N3C(C2)C2N(C)C(CC4=C2C(=O)C(OC)=C(C)C4=O)C3C#N)C1=O	1
NC(=N)c1ccc(cc1)N=Nc1c(O)ccc2c3ccccc3[nH]c12	1
OCCNCCNc1ccc2n(CCNCCO)nc3-c4cccc(O)c4C(=O)c1c23	1
COC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3C[C@@H]4[C@H]5C[C@]3(C[C@@]45C)CC[C@H]12	-1
COc1cc2c[n+](C)c3c4cc(OC)c(OCc5ccccc5)cc4c(OCc4ccccc4)cc3c2cc1OC	1
COC1C(O)CC(OC2C(O)CC(OC3CC(OC4C(C)CC(C)C5C4C=CC4\C(C)=C/CC(OC6CC(C)(C(NC(=O)OC)C(C)O6)N(=O)=O)\C(C)=C/C6C=C(CO)C(C)CC66OC(=O)C(=C6O)C(=O)C54C)OC(C)C3O)OC2C)OC1C	1
OCCNCCNc1cccc2C(=O)c3c(NCCNCCO)cccc3C(=O)c12	1
OCCNCCCNc1cccc2C(=O)c3c(NCCCNCCO)cccc3C(=O)c12	1
COc1ccc2nccc(NCCCN3CCN(CCCNc4ccnc5ccc(OC)cc45)CC3)c2c1	1
COc1ccc2[nH]c3c(ccc4n(CCCN(C)C)nc(c34)c2c1)N(=O)=O	-1
CC1(C)N=C(N)N=C(N)N1c1cccc(CSc2ccccc2)c1	1
OCC(CCc1c[nH]c2ccccc12)c1c[nH]c2ccccc12	-1
CCc1nc(N)nc(N)c1-c1ccc(NCCN)c(c1)N(=O)=O	1
COc1c(OC(C)=O)c(OC(C)=O)cc2CCC(NC(C)=O)c3cc(=O)c(SC)ccc3-c12	1
COc1cc2CCc3ccccc3-c2cc1C[N+](C)(C)CSc1ccccc1	1
On1c(nc2ccccc2c1=O)-c1cccc(c1)N(=O)=O	-1
CN(C)CC(=C)C(=O)c1cc(C)ccc1C	-1
COc1ccc(cc1OC)-c1coc2c3OCOc3ccc2c1=O	-1
CC(=O)NC1CCc2ccccc2-c2ccc(N)c(=O)cc12	1
C1CCC2=C[N]3=C(C=C2C1)c1[nH]c2ccccc2c1C=C3	1
ClCc1ccc(CCl)c(c1)N(=O)=O	-1
CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c1cnc2ccccc2n1)NC(=O)c1cnc2ccccc2n1	1
